	0	1
185	This is a pilot, single center, open-label study to examine the ORR, safety, and toxicity of avelumab in combination with SAR in non-responding and progressing NSCLC patients previously treated with a PD-1 Inhibitor.	0
798		0
1083	Inclusion criteria :  Histological or cytological proven diagnosis of invasive breast adenocarcinoma Localized breast cancer eligible for upfront breast conservative surgery or upfront mastectomy: Stage I, Stage II or operable Stage III (excludes T4) as defined in American Joint Committee on Cancer (AJCC) Cancer Staging Manual 8th edition 2017 Postmenopausal women as defined by one of the following: Spontaneous cessation of menses >12 months; or who have received hormonal replacement therapy but have discontinued this treatment and have follicle stimulating hormone (FSH) level in the postmenopausal range; or with status post bilateral surgical oophorectomy; or post bilateral ovarian ablation through pelvic radiotherapy Breast tumor size of at least 10 mm in greatest dimension measured by ultrasound Primary tumor must be positive for Estrogen Receptors (ER+) and negative for HER2 (HER2-) receptor by immunohistochemistry Ki67 level of at least 15% at diagnosis from immunohistochemistry of the tumor Eastern Cooperative Oncology Group (ECOG) performance status 0-1  Exclusion criteria:  Medical history or ongoing gastrointestinal disorders potentially affecting the absorption of SAR439859 or letrozole; Participants unable to swallow normally and to take capsules or tablets Participant with any other cancer; adequately treated basal cell or squamous cell skin cancer or in situ cervical cancer or any other cancer from which the participant has been disease free for >3 years are allowed Evidence of metastatic spread by standard assessment according to local practice Treatment with strong or moderate Cytochrome P450 3A (CYP3A), CYP2C8 inducers or drugs that have the potential to inhibit uridine diphosphate glucuronosyltransferase (UGT) within 2 weeks before first study treatment administration or 5 elimination half-lives whichever is longest Ongoing treatment with drugs that are sensitive substrates of P-glycoprotein (P-gp) Use of any investigational agent within 4 weeks prior to randomization Recent use of hormone replacement therapy (last dose ≤30 days prior to randomization) Prior anti-cancer treatment is not allowed unless it was completed at least 1 year prior to inclusion into this trial Previous systemic or local treatment for the new primary breast cancer currently under investigation (including surgery, radiotherapy, cytotoxic and endocrine treatments) Inadequate hematological or renal function Prothrombin time/international normalized ratio (INR) >1.5 x ULN or outside therapeutic range if receiving anticoagulation that would affect the prothrombin time/INR Any of the following abnormal liver function test results: Aspartate aminotransferase >1.5 x upper limit of normal (ULN); Alanine aminotransferase >1.5 x ULN; Total bilirubin >1.5 x ULN Participants are employees of the clinical study site or other individuals directly involved in the conduct of the study, or immediate family members of such individuals Sensitivity to any of the study interventions, or components thereof, or drug or other allergy that, in the opinion of the Investigator, contraindicates participation in the study  The above information is not intended to contain all considerations relevant to a patient's potential participation in a clinical trial.	1
744	This double-blind, placebo-controlled study will evaluate the efficacy and safety of STAHIST vs. placebo over a 2-week period in 100 study subjects with a history of SAR for at least two years. The study will take place in two sites, Louisville, KY and South Bend, IN. SAR symptoms to be scored and compared include: nasal congestion, rhinorrhea, nasal itching, sneezing, and post-nasal drip.	0
927		0
1138	Inclusion Criteria:  Male and female subjects aged ≥6 to <12 years Clinical history of SAR (at least 2 years) with exacerbations during the study season for the relevant seasonal allergen (e.g., tree/grass pollen) Demonstrated sensitivity to at least 1 seasonal allergen through positive skin prick test within 12 months prior to screening A 12-hour rTNSS value ≥6 out of a possible 12 for the morning assessment at screening Signed informed consent/assent form (subject and parent/caregiver/legal guardian)  Exclusion Criteria:  Females of childbearing potential or pregnant Plans to travel outside the known pollen area for the investigational site for 24 hours or longer during the last 7 days of the run-in period. History of anaphylaxis and/or other severe local reaction(s) to skin testing History and evidence of acute or significant chronic sinusitis or chronic purulent post nasal drip Subjects with an active pulmonary disorder or infection. Subjects with posterior subcapsular cataracts or glaucoma	1
994	The study duration is up to 60 weeks including 4 weeks prior to randomization, 52 weeks of randomized treatment, and a visit 4 weeks after completion of the randomized treatment period.	0
61	Primary Objective:  To assess the tolerability and safety of SAR113244 in male and female lupus patients after every 4 (Q4) weeks repeated ascending subcutaneous doses of SAR113244.  Secondary Objectives:  To assess in male and female lupus patients:  The pharmacokinetics of SAR113244.  The pharmacodynamics of SAR113244 for the following disease-related parameters:  Safety of Estrogens in Lupus Erythematosus National Assessment - Systemic Lupus Erythematosus Disease Activity Index (SELENA-SLEDAI) score, British Isles Lupus Assessment Group (BILAG) score (if applicable), BILAG-Based Composite Lupus Assessment (BICLA) (if applicable), systemic lupus erythematosus responder index (SRI) (if applicable), Lupus-quality of life (QoL) and Functional Assessment of Chronic Illness Therapy (FACIT)-Fatigue, anti-double stranded deoxyribonucleic acid antibody (anti-dsDNA Ab) and anti-nuclear antibody levels (ANA) and plasma complement levels (C3, C4), erythrocyte sedimentation (SED) rate and C-reactive protein. Peripheral blood B and T cells subsets.	0
1292	Inclusion Criteria:  Provision of informed consent to participate in the study as well as provision of informed consent to provide a sample of a previously obtained archival tumour biopsy. Female or male aged 18 years and older with previously confirmed histological diagnosis of locally advanced or metastatic differentiated (excluding minimally invasive follicular) thyroid cancer not amenable to surgical resection, external beam radiotherapy or local therapy. Measurable disease defined as at least one lesion, not irradiated within 12 weeks of the date of randomisation, that can be accurately measured at baseline. Participants must have experienced progression within 14 months and be RAI-refractory/resistant or unsuitable for RAI. Thyroid-stimulating hormone (TSH) suppression below 0.5 mU/L is required. World Health Organisation (WHO) or Eastern Cooperative Oncology Group (ECOG) Performance status 0-2. Negative pregnancy test (urine or serum) for female participants of childbearing potential.  Exclusion Criteria:  Inadequate organ function as defined by: (1) Alanine aminotransferase (ALT), aspartate aminotransferase (AST), or alkaline phosphatase (ALP) greater than 2.5 x upper limit of normal (ULN), or greater than 5.0 x ULN if judged by the Investigator to be related to liver metastases. (2) Serum bilirubin greater than 1.5 x ULN. This criterion does not apply to participants with known Gilbert's Disease. (3) Creatinine clearance <50 mL/min (calculated by Cockcroft-Gault formula). Risk of prolonged interval between Q and T (QT) on an electrocardiogram (ECG) corrected for heart rate (QTc) as defined by: (1) Current therapy with any medication known to be associated with Torsades de pointes or potent inducers of cytochrome CYP3A4. (2) History of QT prolongation. (3) Congenital long QT syndrome. (4) QT interval corrected for heart rate by the Bazett's method (QTcB) correction unmeasurable or greater than 480 ms on screening ECG. Previous therapy with approved or investigational tyrosine kinase or anti- vascular endothelial growth factor (VEGF) receptor inhibitors or targeted therapies (e.g. multi-targeted kinase inhibitors such as sorafenib, AMG-706, sunitinib, pazopanib, lenvatinib). RAI therapy within 12 weeks prior to first dose of study drug, and radiation therapy other than RAI, including external beam, if not completed prior to randomization.	1
578		0
797	This is a 2-week, multicenter, randomized, double-blind, placebo-controlled, parallel group, efficacy and safety study of ciclesonide nasal aerosol administered once daily to male and premenarchal female subjects 6 to 11 years-old diagnosed with SAR.  This study will consist of the following:  Screening, Single-blind Placebo Run-in period, Double-blind Treatment period (during this period, subjects will be randomized to double-blind treatment with either ciclesonide nasal aerosol 37 mcg or 74 mcg or placebo for 2 weeks of treatment) and Follow-up. The total duration of subject participation will be approximately 2 months.	0
655		0
995	The study duration is up to 60 weeks including 4 weeks prior to randomization, 52 weeks of randomized treatment and a visit 4 weeks after completion of the randomized treatment period.	0
387	This registry aims to monitor the safety of Xueshuantong Injection and to identify the potential risk factors for the adverse drug reactions.	0
127	Primary Objectives:  Main study: To assess in overweight to obese subjects and type 2 diabetes mellitus (T2DM) patients not requiring anti-diabetic pharmacotherapy the safety and tolerability of 3 different dose escalation regimens of SAR425899 in terms of the relative and absolute frequency and severity of gastrointestinal (GI) adverse events (AEs). Six-month safety extension period: To assess the safety and tolerability of SAR425899 after 6 months treatment at the maximum dose that was individually well tolerated during the main part of the study in terms of the relative and absolute frequency and severity of GI AEs.  Secondary Objectives:  Main study and 6-month study extension period:  To assess in overweight to obese subjects and T2DM patients not requiring anti-diabetic pharmacotherapy:  The effect of once-daily dosing of SAR425899 on body weight (BW), fasting plasma glucose (FPG), and hemoglobin A1c (HbA1c). Safety and tolerability.	0
1347	Inclusion Criteria:  Presumptive positive laboratory test for SARS-CoV-2 or upper respiratory infection with recent exposure to laboratory-proven SARS-CoV-2-infected person Negative influenza and respiratory virus panel Randomization within 48 hours of meeting inclusion criteria  Exclusion Criteria:  Currently taking an angiotensin converting enzyme inhibitor (ACEi) or Angiotensin receptor blocker (ARB) Prior reaction or intolerance to an ARB or ACEi Potassium great than 5.0 mEq/L within 4 weeks of study enrollment Pregnancy or breastfeeding Females of childbearing age Estimated Glomerular Filtration Rate (eGFR) of < 30ml/min/1.73 m2 within 4 weeks of study initiation or history of advanced renal disease AST and/or ALT > 3 times the upper limit of normal within 4 weeks of study enrollment Concurrent treatment with Alikirin Inability to obtain informed consent Non-English speakers	1
251	This study will test the safety, tolerability, and bioeffects (how the body reacts to the drug) of REGN727 compared with placebo (an inactive substance that contains no medicine) in hyperlipidemic patients with or without atorvastatin therapy. The study drug and placebo will be administered by subcutaneous injection at the clinic. There will be a total of 2 or 3 study drug injections over 16 clinic visits, which will include 3 overnight stays(study duration 148 days, not including the screening period). Patients on atorvastatin will take their daily dose in the morning for the duration of the study. Patients will be monitored by the study staff for side effects and the body's response to the study drug. Vital signs(blood pressure, temperature, breathing and heart rate) will be checked, and blood and urine samples will be collected at some or all visits.	0
1287	Inclusion Criteria:  SARS-CoV-2 infection confirmed by real time-PCR and Positive imaging: consolidation, ground glass opacities, or bilateral pulmonary infiltration either by CT-scan or chest x-ray; and Need of oxygen therapy to maintain SO2>94% OR FiO2/PaO2 > 20 and at least two of the following laboratory measures: CRP level >70 mg/L CRP level >= 40 mg/L and doubled within 48 hours (without other confirmed infectious or non-infectious course), Lactatdehydrogenase > 250 U/L, thrombocytopenia < 120.000 x 10E9/L, lymphocyte count < 0.6 x 10E9/L, D-dimer > 1 ug/mL, serum ferritin > 300 ug/mL  Exclusion Criteria:  pregnancy suspected or confirmed, severe heart failure, suspected or confirmed bacterial infection, current solid or hematological malignancy, neutropenia, ALAT elevation more than three times the laboratory upper limit, ASA class 5 (after COVID19 admission) or higher at inclusion (prior admission), severe chronic obstructive pulmonary disease or heart failure (NYHA class II or higher), pregnant or lactating women, current treatment with conventional synthetic disease-modifying antirheumatic drugs (DMARDs)/immunosuppressive agents including IL-6 inhibitors, or with Janus kinase inhibitors (JAKi) in the past 30 days or plans to receive during the study period, current use of chronic oral corticosteroids in a dose higher than prednisone 10 mg or equivalent per day, previous or active tuberculosis (TB), HIV infection regardless of immunological status, hepatitis, evidence of recent (30 days) invasive bacterial or fungal infections, patients who have received immunosuppressive antibody therapy within the past 5 months, including intravenous immunoglobulin or plans to receive during the study period, IV drug abuse, history of inflammatory bowel disease, diverticulitis, ulcer, perforated gastrointestinal tract, participation in any clinical research study evaluating an investigational product (IP) or therapy within 3 months and less than five half-lives of IP prior inclusion to the study, any physical examination findings and/or history of any illness that, in the opinion of the study investigator, might confound the results of the study or pose an additional risk to the patient by their participation in the study, inability to give informed consent.	1
1008	Inclusion Criteria:  Patients that can give written or oral informed consent patients with microbiological diagnosis (i.e. rhinopharyngeal swab) of SARS-CoV2 infection  Exclusion Criteria:  severe cognitive impairment absolute contraindication to non invasive ventilation or cpap therapy rhinopharyngeal swab negative for SARS-CoV2	1
307	It is not proven unequivocally whether a combination of an intranasal corticosteroids (INS) and a cysteinyl leukotriene receptor antagonist has greater efficacy than INS in the treatment of severe allergic rhinitis (AR) . We performed a randomized, open-label study in 46 seasonal AR subjects receiving budesonide (BD, 256ug) plus montelukast (MNT, 10 mg) or BD alone (256ug) for 2 weeks. Visual analog scale (VAS) scores, nasal cavity volume (NCV), nasal airway resistance (NAR) and fractional exhaled nitric oxide (FeNO) were assessed before and at end of treatments as the primary treatment outcomes. Similarly, histamine, eosinophil cationic protein (ECP) and cysteinyl-leukotrienes (Cyslts) in nasal secretion and Th1/Th2 cells in nasal mucosa were evaluated as the secondary treatment outcomes.	0
193	Primary objective:  - to evaluate the efficacy of Sarilumab in participants with Ankylosing Spondylitis (AS) using the assessment in AS working group criteria (ASAS) 20% response criteria (ASAS20)  Secondary objectives:  to demonstrate that Sarilumab was effective on:  assessment of higher level of response [ASAS 40% response criteria (ASAS40)] partial remission disease activity range of motion Magnetic Resonance Imaging (MRI) of the spine to assess the safety and tolerability of Sarilumab in participants with AS as well as the pharmacokinetic profile of Sarilumab in participants with AS	0
646	The maximum study duration per participant was to be 267 weeks (approximately 5 years) broken down as follows:  screening up to a maximum of 1 week; treatment up to a maximum of 260 weeks; follow-up of 6 weeks after treatment discontinuation.	0
502	"Severe acute respiratory disease (SARS) is a recently emerged infectious disease that was first recognized in Guangdong Province, China, in November of 2002. Efforts to prevent the spread of this virus stopped the epidemic in July, 2003, but over 8,000 cases had occurred and almost 800 people died. A new virus, a coronavirus, was shown to be the cause and it is believed to be a virus of bats that infected some animals that, in turn, infected people and they gave it to other people. While it is unlikely to again become epidemic, the virus is thought to be a risk for spread to humans if it was released intentionally by a terrorist group. For that reason, the U.S. government is developing vaccines and drugs for use if spread should occur again. This study will test the safety and protective responses to a vaccine against SARS made by a vaccine company for this study. This protocol concerns Phase I clinical testing of an inactivated, purified SARS Coronavirus (CoV) vaccine administered with and without aluminum hydroxide (Alum) adjuvant. The rationale for development of vaccines against SARS-CoV is to provide a means of control in the event a new SARS-CoV epidemic occurs or there is a deliberate release of the virus. Inactivated SARS-CoV vaccine has been shown to induce neutralizing antibodies that block binding of the virus to its receptor, ACE2. The primary objectives of the study are to assess: reactogenicity of escalating doses of adjuvanted and non-adjuvanted, inactivated SARS-CoV vaccine among healthy young adult subjects given their first intramuscular (IM) vaccinations with this vaccine; reactogenicity of a repeat IM administration of the same material to healthy young adult subjects one month later; and development and persistence of immune responses to escalating doses of adjuvanted and non-adjuvanted, inactivated SARS-CoV vaccine 1 and 5 months after the second (""booster"") vaccination. The secondary objective of this study is to assess immune responses to each vaccine 1 month after a single dose. This is a single center, Phase I, out-patient study of the reactogenicity (tolerability and safety) and immunogenicity of escalating doses of an inactivated SARS-CoV vaccine with and without aluminum hydroxide as an adjuvant. Each vaccine will be injected as primary and booster vaccinations a month apart in the subject's non-dominant deltoid muscle. Participants will include 72 healthy males or non-pregnant, non-lactating females, 18-40 years old from the Houston, Texas area. The study will be conducted at Baylor College of Medicine in 2 sequential stages. This study consists of a preliminary dose-escalation stage (1.a, 1.b, and 1.c) followed by a dose comparison stage (2) as follows: Stage 1a (2.5 mcg), 7 subjects randomized in a 1:3:3 fashion to receive a 2 dose regimen of placebo, vaccine containing 2.5 mcg of antigen and no adjuvant, or 2.5 mcg of antigen and Alum adjuvant; Stage 1b (5.0 mcg), 7 subjects randomized in a 1:3:3 fashion to receive a 2 dose regimen of placebo, vaccine containing 5.0 mcg of antigen and no adjuvant, or 5.0 mcg of antigen and Alum adjuvant; Stage 1c (10.0 mcg), 4 subjects randomized in a 1:3 fashion to receive a 2 dose regimen of placebo or vaccine with 10 mcg of antigen and no adjuvant; Stage 2, 54 subjects (9 per vaccine group) randomized 1:1:1:1:1:1 to receive vaccines containing, 2.5, 5.0, or 10.0 mcg of antigen without adjuvant, or 2.5 or 5.0 mcg of antigen with Alum, or placebo."	0
33	Primary Objective:  - To determine the maximum tolerated dose (MTD) and recommended Phase 2 dose (RP2D) for SAR245409 when administered in combination with rituximab or bendamustine plus rituximab  Secondary Objectives:  To determine the safety and tolerability of SAR245409 in combination with rituximab or bendamustine plus rituximab in subjects with indolent Hon-Hodgkin Lymphoma (iNHL) Mantle Cell Lymphoma (MCL) or Chronic Lymphocytic Leukemia (CLL) To determine the pharmacokinetics (PK) of SAR245409, bendamustine and rituximab when used in combination in subjects with iNHL, MCL or CLL To determine the pharmacodynamic (PD) effects of SAR245409 in combination with rituximab or bendamustine plus rituximab in subjects with iNHL, MCL or CLL To determine the antitumor activity of SAR245409 in combination with rituximab or bendamustine plus rituximab in subjects with iNHL, MCL or CLL	0
1116	Inclusion criteria:  Diagnosis of Primary Myelofibrosis (MF) or Post-Polycythemia Vera MF or Post-Essential Thrombocythemia MF, according to the 2008 World Health Organization and International Working Group of Myelofibrosis Research and Treatment (IWG-MRT) criteria. MF classified as high-risk or intermediate-risk level 2, as defined by modified IWG-MRT criteria (IPSS) (according to Cervantes F. et. al.; at screening). Enlarged spleen, palpable at least 5 cm below costal margin. At least 18 years of age. Eastern Cooperative Oncology Group performance status of 0, 1, or 2 at study entry. The following laboratory values within 14 days prior to the initiation of IMP or placebo: Absolute Neutrophil Count (ANC) ≥1.0 x 10exp9/L Platelet count ≥50 x 10exp9/L Serum creatinine ≤1.5 x Upper Limit of Normal (ULN) Serum amylase and lipase ≤1.5 x ULN  Exclusion criteria:  Splenectomy. Any chemotherapy (eg, hydroxyurea), immunomodulatory drug therapy (eg, thalidomide, interferon-alpha), Anagrelide, immunosuppressive therapy, corticosteroids >10 mg/day prednisone or equivalent, or growth factor treatment (eg, erythropoietin), or hormones (eg, androgens, danazol) within 14 days prior to initiation of IMP or placebo; darbepoetin use within 28 days prior to initiation of IMP or placebo. Patients who have had exposure to hydroxyurea (eg, hydrea) in the past may be enrolled into the study as long as it has not been administered within 14 days prior to initiation of IMP or placebo. Major surgery within 28 days or radiation within 6 months prior to initiation of IMP or placebo. Prior treatment with a Janus Kinase 2 (JAK2) inhibitor. Known active (acute or chronic) Hepatitis A, B, or C; and hepatitis B and C carriers AST or ALT ≥2.5 x ULN Total Bilirubin: Exclude if ≥3.0 x ULN Patients with total bilirubin between 1.5-3.0 x ULN must be excluded if the direct bilirubin fraction is ≥25% of the total Prior history of chronic liver disease (eg, chronic alcoholic liver disease, autoimmune hepatitis, sclerosing cholangitis, primary biliary cirrhosis, hemachromatosis, non-alcoholic steatohepatitis [NASH])  The above information is not intended to contain all considerations relevant to a patient's potential participation in a clinical trial.	1
800		0
909		0
57	Primary Objective:  - To evaluate the efficacy of daily oral doses of 300 mg, 400 mg, and 500 mg SAR302503 for the reduction of spleen volume as determined by magnetic resonance imaging (MRI).  Secondary Objectives:  To evaluate the safety of SAR302503. To evaluate the pharmacokinetics (PK) of SAR302503 after single and repeat doses. To evaluate the pharmacodynamics of SAR302503 as measured by changes in JAK2V617F allele burden in those patients with JAK2V617F mutation, changes in substrate phosphorylation in the JAK-STAT signal transduction pathway, and the expression of cytokines. To measure improvement in baseline Myeloproliferative Neoplasm (MPN) associated symptoms, as well as overall impact in quality of life (QOL), through serial administration of the Myeloproliferative Neoplasm Symptom Assessment Form (MPN-SAF). To measure generic health-related quality of life (HRQL) and utility values using the EQ-5D questionnaire.	0
978		0
358	Primary Objective:  To evaluate the efficacy of dupilumab (SAR231893/REGN668) in the treatment of bilateral Nasal Polyposis (NP) by assessment of the endoscopic nasal polyp score (NPS) in comparison to placebo.  Secondary Objectives:  To evaluate effect of dupilumab with regards to:  symptoms of sinusitis, sinus computed tomography (CT) scan, NPS in the sub-group of participants with co-morbid asthma, Safety and tolerability.	0
1183	Inclusion Criteria:  In sputum, throat swab, lower respiratory tract secretion, blood and other samples, the nucleic acid of the novel coronavirus was positive, or the sequencing of the virus gene was highly homologous with the known novel coronavirus Age is between 18-80 years old, the weight is more than 30kg, and there is no limit for men and women The following conditions were met: creatinine ≤ 110 umol / L, creatinine clearance rate (EGFR) ≥ 60 ml / min / 1.73m2, AST and ALT ≤ 5 × ULN, TBIL ≤ 2 × ULN; The subjects should fully understand the purpose, nature, method and possible reaction of the study, voluntarily participate in the study and sign the informed consent.  Exclusion Criteria:  Have a clear history of lopinavir or ritonavir or arbidol allergy Severe nausea, vomiting, diarrhea and other clinical manifestations affect the oral or absorption of the drugs At the same time, take drugs that may interact with lopinavir or ritonavir or arbidol Patients with serious underlying diseases, including but not limited to heart disease (including history of angina pectoris or coronary heart disease or myocardial infarction, atrioventricular block), lung, kidney, liver malfunction and mental diseases that cannot be treated together ancreatitis or hemophilia Pregnant and lactating women Suspected or confirmed history of alcohol and drug abuse Participated in other drug trials in the past month The researchers judged that patients were not suitable for the study	1
45	The study aims to examine whether the combination of Lopinavir/Ritonavir plus Ribavirin for treatment of severe acute respiratory syndrome (SARS) is superior to placebo.	0
1260	Inclusion Criteria:  Willing and able to read, sign and date the informed consent and HIPAA documents Willing and able to comply with all study procedures Be at least 18 years of age Patient-reported history of dry eye in both eyes A negative urine pregnancy test if female of childbearing potential and must use adequate birth control throughout the study period Artificial tear use within the past 30 days  Exclusion Criteria:  Any ocular condition that, in the opinion of the Investigator, could affect study parameters including, but not limited to, active ocular infection, ocular inflammation, glaucoma, and/or diabetic retinopathy Unwilling to avoid wearing contact lenses for 7 days prior to first visit and for the duration of the study Any blood donation or significant loss of blood within 56 days of Visit 1 Any history of immunodeficiency disorder, positive HIV, hepatitis B, C, or evidence of acute active hepatitis A (anti-HAV IgM), or organ or bone marrow transplant. Use of any prohibited medications at any time during the study unless otherwise specified Any significant illness that could interfere with study parameters History of laser assisted in situ keratomileusis (LASIK) or similar type of corneal refractive surgery within 12 months prior to first visit, and/or any other ocular surgical procedure within 12 months prior to first visit; or any scheduled ocular surgical procedure during the study period. Known history of alcohol and/or drug abuse Subjects with Dry eye secondary to scarring or destruction of conjunctival goblet cells (as with Vitamin A deficiency)	1
1133	Inclusion Criteria:  Signed informed consent form and HIPAA document Willing and able to comply with all study procedures Be at least 18 years of age at the time of enrollment 20/40 vision, or better, in each eye History of ocular allergies, and a positive skin and ocular allergic reaction to allergens A negative urine pregnancy test if female of childbearing potential and must use adequate birth control throughout the study period  Exclusion Criteria:  Preauricular lymphadenopathy or any ocular condition that could affect study parameters (particularly, glaucoma, diabetic retinopathy, clinically significant blepharitis, follicular conjunctivitis and iritis) Have had any ocular infection within the last 30 days A positive diagnosis of moderate to severe dry eye syndrome (i.e., requiring daily use of artificial tears) Any significant illness that could be expected to interfere with study parameters Manifest signs or symptoms of clinically active allergic conjunctivitis in either eye Use of any investigational product or device within one month prior to Visit 1 or during the study period Concomitant use of any prohibited medication (antihistamines, corticosteroids, all ocular medications or anti-allergic therapies) during the trial or within the washout period Any blood donation or significant loss of blood within 56 days of Visit 1 Any history of autoimmune disease, immunodeficiency disorder, positive HIV, hepatitis B, C, or evidence of acute active hepatitis A (anti‑HAV IgM), or organ or bone marrow transplant. Any known history of iritis/uveitis, glaucoma, or other chronic ophthalmologic disorder other than allergic conjunctivitis History of laser‑assisted in situ keratomileusis (LASIK) or similar type of corneal refractive surgery within 12 months prior to Visit 1, and/or any other ocular surgical procedure within 3 months prior to Visit 1 Known history of alcohol abuse and/or drug abuse	1
866		0
68	Primary Objective:  To evaluate, in comparison with placebo, the efficacy of SAR156597 administered subcutaneously for 24 weeks on skin fibrosis in patients with dcSSc.  Secondary Objectives:  To evaluate the efficacy of SAR156597 compared to placebo on physical/functional disability in patients with dcSSc. To evaluate the efficacy of SAR156597 compared to placebo on respiratory function in patients with dcSSc. To evaluate the safety profile of SAR156597 compared to placebo in patients with dcSSc. To evaluate the potential for immunogenicity (anti-drug antibodies [ADA] response) of SAR156597 in patients with dcSSc. To evaluate the pharmacokinetics (PK) (trough plasma concentrations) of SAR156597 administered subcutaneously for 24 weeks.	0
318	The purpose of this study is to compare the efficacy of once daily dosing with Rhinocort Aqua (new formulation) against Rhinocort Aqua (current formulation) and placebo in reliving the symptoms of seasonal allergic rhinitis (SAR).	0
291	This phase II trial studies how well isatuximab works in treating patients with primary amyloidosis that has come back or does not respond to treatment. Monoclonal antibodies, such as isatuximab, may interfere with the ability of cancer cells to grow and spread.	0
46	Primary Objective:  To assess the incidence rate of dose-limiting toxicity and to confirm the recommended dose as well as the maximum tolerated dose of SAR439859 administered as monotherapy to Japanese postmenopausal women with estrogen receptor positive and human epidermal growth factor receptor 2-negative advanced breast cancer.  Secondary Objective:  To characterize the overall safety profile of SAR439859 administered as monotherapy. To characterize the pharmacokinetic profile of SAR439859 administered as monotherapy. To evaluate the antitumor activity of SAR439859 administered as monotherapy and the clinical benefit rate (complete response, partial response and stable disease ≥ 24 weeks).	0
277	The purpose of this study is to assess the pharmacodynamic (PD) effect of alirocumab on serum low-density lipoprotein cholesterol (LDL-C) in patients with autosomal dominant hypercholesterolemia (ADH) and gain-of-function mutations (GOFm) in 1 or both alleles of the proprotein convertase subtilisin/kexin type 9 (PCSK9) gene or with a loss-of-function mutation (LOFm) in 1 or more alleles of the apolipoprotein B-100 gene (apoB).	0
1379	Inclusion Criteria:  Patients included in the CORIMUNO-19 cohort  Patients belonging to one of the 2 following groups:  Group 1: patients not requiring ICU at admission with moderate and severe pneumopathy according to the OMS Criteria of severity of COVID pneumopathy.  Moderate cases :  Cases meeting all of the following criteria:  Showing fever and respiratory symptoms with radiological findings of pneumonia. Requiring between 3L/min and 5L/min of oxygen to maintain SpO2 >97% Severe cases  Cases meeting any of the following criteria:  Respiratory distress (≧30 breaths/ min); Oxygen saturation≤93% at rest in ambient air; or Oxygen saturation ≤97 % with O2 > 5L/min. PaO2/FiO2≦300mmHg Group 2: patients requiring ICU based on Criteria of severity of COVID pneumopathy. Respiratory failure and requiring mechanical ventilation No do-not-resuscitate order (DNR order)  Exclusion Criteria:  Patients with exclusion criteria to the CORIMUNO-19 cohort. Known hypersensitivity to Sarilumab or to any of their excipients. Pregnancy Current documented bacterial infection Patient with any of following laboratory results out of the ranges detailed below at screening should be discussed depending of the medication: Absolute neutrophil count (ANC) ≤ 1.0 x 109/L Haemoglobin level: no limitation Platelets (PLT) < 50 G /L SGOT or SGPT > 5N	1
297	This is a 2-week, multicenter, randomized, double-blind, placebo-controlled, parallel group, efficacy and safety study of ciclesonide nasal aerosol administered once daily to male and premenarchal female subjects 6 to 11 years-old diagnosed with SAR.	0
224	This phase Ib trial studies the side effects and best dose of isatuximab when given together with carfilzomib with or without dexamethasone and lenalidomide in treating patients with multiple myeloma that has returned after a period of improvement or has not respond to previous treatment. Monoclonal antibodies, such as isatuximab, may block cancer growth in different ways by targeting certain cells. Carfilzomib may stop the growth of cancer cells by blocking some of the enzymes needed for cell growth. Drugs used in chemotherapy, such as dexamethasone and lenalidomide, work in different ways to stop the growth of cancer cells, either by killing the cells, by stopping them from dividing, or by stopping them from spreading. Giving isatuximab and carfilzomib with or without dexamethasone and lenalidomide may be a better treatment for patients with multiple myeloma.	0
864	The duration of study per patient will be up to 108 weeks, including a screening period of up to 4 weeks, a treatment period of 12 weeks and a post-treatment safety follow-up period of up to 92 weeks.  Patients completing the 12-week treatment period may enter an optional long-term extension study in which all subjects will receive vatelizumab.	0
