"","ID","label","ct_eligibility"
"1150",150,"EligibilityCriteria","Inclusion Criteria:

Male or female 6 to 11 years of age.
Females who reached menarche either before or during the study, agreed to use acceptable methods of birth control if they became sexually active. Acceptable birth control was defined as oral contraceptives or Norplant®.
Outpatient.
History and diagnosis of seasonal allergic rhinitis (SAR) to a prevalent allergen (grass or tree).
SAR to a prevalent allergen (grass or tree) of such severity that it required pharmacologic therapy each year for the last 2 consecutive years (including the present year).
Documented SAR to a prevalent allergen (grass or tree) as confirmed by a recognized skin test (prick, intradermal [ID], or Multitest®) within the previous 15 months (Prick/Puncture wheal® ≥3 mm over the negative control; ID [up to concentration of 1:1000 w/v or 1000 protein nitrogen units (PNU)] wheal® ≥5 mm over the negative control). Documentation of SAR must have occurred at Visit 1 or within 15 months prior to Visit 1. If not performed at Visit 1, SAR testing must have been performed in the Principal Investigator's office or full documentation must have been available prior to randomization.
Diary-recorded rhinoconjunctivitis symptom scores (24 hour reflective) that included at least two symptoms (sneezing, runny nose, itchy eyes, or watery eyes) at moderate severity (i.e., symptom score ≥2) on at least 4 days between Visits 1 and 2.
Diary-recorded TSSC score ≥5 (based on the four symptoms noted in the criteria above) on any 4 days between Visits 1 and 2.
Someone (subject and parent/legal guardian) from whom the Principal Investigator or study personnel would have expected conscientious cooperation over the duration of the study.
A written informed assent must have been provided by the subject and a written informed consent must have been provided by the parent/legal guardian at Visit 1.

Exclusion Criteria:

Had clinically significant nasal anatomical deformities with > 50% obstruction (i.e., septal defects, polyps).
Experienced an episode of acute sinusitis or an upper respiratory tract infection (URTI) including otitis media and the common cold) within 21 days of Visit 1.
Had a history of chronic sinusitis.
Initiated or advanced an immunotherapy regimen during the course of the study. Subjects receiving a maintenance dose of immunotherapy were eligible.
Had a history of attention deficit/hyperactivity disorder (ADHD) that was considered unstable by the Investigator, or if pharmacotherapy (i.e., Ritalin®, Adderall®) was required, subject must have been on pharmacotherapy for at least 1 month prior to Visit 1. The pharmacotherapeutic regimen was to remain stable during the conduct of the study.
Had a history of learning disabilities or intellectual impairment that, in the opinion of the Investigator, would prevent the subject from participating in the study.
Had impaired hepatic function (cirrhosis, hepatitis), glaucoma, or any symptomatic infection, any clinically significant hematologic, renal, endocrine, or gastrointestinal disease, and/or current neuropsychiatric condition with or without drug therapy, that was judged by the Investigator to be clinically significant and/or affect the subject's ability to participate in the clinical trial.
Had a history of malignancy (except basal cell carcinoma), epilepsy or seizures (excluding febrile seizures), excessive alcohol intake or drug addiction, hypertension, or other clinically significant cardiovascular disease.
Had a physical examination abnormality considered by the Investigator to be clinically significant and limiting to the study's conduct, unless the abnormality was related to underlying allergic rhinitis.
Had a history of an allergy or hypersensitivity to cetirizine, loratadine, hydroxyzine, or any of their ingredients.
Had asthma, which required any of the following within the past 30 days: 1) admission to the hospital, 2) emergency room visit, or 3) a change in dosing regimen. Subjects were allowed to continue theophylline, long acting β2 agonists, inhaled cromoglycate no more than 6.4 mg/day, or nedocrimil no more than 14 mg/day. Subjects were allowed to continue inhaled corticosteroids in doses not exceeding those listed in Appendix B of the study protocol, as long as the dose did not change during the study. Subjects were allowed the use of short acting β2 agonists on an as needed (PRN) basis.
Had used intranasal or intra ophthalmic corticosteroids; oral leukotriene modifiers or leukotriene receptor antagonists within 14 days; or systemic (intramuscular and/or intravenous and/or oral) corticosteroids within 35 days prior to Visit 2. Topical corticosteroids for skin were allowed if covering ≤10% of body surface without occlusion.
Used intranasal cromolyn (Nasalcrom®), optical cromolyn (Crolom®), ipratropium bromide (Atrovent® Nasal Spray), azelastine hydrochloride (Astelin® Nasal Spray), monamine oxidase (MAO) inhibitors, or beta blockers for the treatment of migraine headaches within 14 days prior to Visit 2.
Used antiallergic ophthalmic treatments such as Acular®, Patanol®, or Alomide® within 7 days prior to Visit 2.
Used H1-receptor antagonists (oral and topical), H2-receptor antagonists, or decongestants after Visit 1.
Used tricyclic antidepressants, tranquilizers, or antiemetics of the phenothiazine class within 14 days prior to Visit 2.
Used oral macrolide antibiotics or oral antifungals within 7 days prior to Visit 2.
Used saline nasal spray or ocular drops (unless for contact lens use) within 72 hours prior to Visit 2.
Participated in any other studies involving investigational or marketed products within 30 days prior to entry into the study or participated in studies which involved norastemizole, or monoclonal anti-immunoglobulin E (IgE) antibody within 90 days prior to entry into the study.
Donated blood or blood products for transfusion within 30 days prior to initiation of treatment with study drug and at any time during the study."
"1151",151,"EligibilityCriteria","Inclusion Criteria:

Men or women over 16 years of age.
A history of SAR for a minimum of 2 years before study entry.
Documentation of sensitivity by positive skin testing (by prick or intradermal methods) or by adequately validated in vitro tests for specific IgE (e.g., RAST, PRIST) to grass pollen within 12 months prior to enrolment. If this is not available, appropriate tests will be performed at screening.
Able to provide written informed consent

Exclusion Criteria:

Ingestion of probiotics as part of normal diet
Significant medical, surgical or psychiatric disease that in the opinion of the participants' attending physician would affect subject safety or influence the study outcome.
Symptoms of rhinitis at screening indicated by total symptom scores of more than 2 out of 12 (based on a combination of nasal symptoms of blockage, sneezing, rhinorrhoea and itching).
Current smokers or ex-smokers of <1 year or those who have smoked the equivalent of 20 cigarettes/day for 20 years or more.
Participants receiving any form of corticosteriod from 1 month prior to the study
Inadequate washout periods for the following:

Intranasal cromolyn (2 weeks) Intranasal or systemic decongestants (3 days) Intranasal or systemic antihistamines (3 days), except astemizole (6 weeks) or loratadine (10 days).

Documented evidence of acute or significant chronic sinusitis
A history of hypersensitivity to the milk or its products
Pregnant women or those planning a pregnancy. It is important not to include pregnant women in the study due to the possibility of miscarriage following anaphylaxis.
Lactating women are excluded as those infants breast fed by mothers responding to allergenic challenges can transmit the manifestations of allergic responses to the feeding infant via breast milk"
"1152",152,"EligibilityCriteria","Inclusion criteria :

Patients with type-2 diabetes mellitus (T2DM) for at least 3 months before the screening visit.
On diet/exercise and/or treatment with metformin (stable dose of ≥1500 mg/day or maximal tolerated dose) for at least 3 months prior to screening.
Signed informed consent.

Exclusion criteria:

At screening, patient's age < legal age of adulthood and >80 years.
Glycated hemoglobin at screening visit <7.0% or >10.0%.
Body mass index (BMI) <25 kg/m^2 or >45.0 kg/m^2.
Pregnant or lactating women.
Women of childbearing potential (WOCBP) not protected by highly-effective method(s) of birth control and/or who are unwilling or unable to be tested for pregnancy.
Diagnosis of type 1 diabetes mellitus.
Fasting plasma glucose of >15 mmol/L (270 mg/dL) measured by the central laboratory at screening (Visit 1), and confirmed (>15 mmol/L [270 mg/dL]) by a repeat test before randomization.
Treatment with glucose-lowering agents(s) other than metformin, currently or within the 3 months prior to screening.
Previous insulin use, except for episode(s) of short-term treatment (≤15 consecutive days) for intercurrent illness or pregnancy, or use of insulin within the last 6 months.
Contraindication(s) to metformin use.
Contraindication(s) to liraglutide use.
Significant change in body weight in the 3 months before screening.
Poorly controlled hypertension (a resting systolic blood pressure (SBP) >160 mm Hg and/or diastolic blood pressure (DBP) >95 mm Hg at screening).
History of long QT syndrome and/or QTc more than 450 ms at screening visit.
History of pancreatitis or pancreatectomy.
History of weight loss surgery.
Personal or immediate family history of medullary thyroid cancer (MTC) or genetic conditions that predispose to MTC.
Any prior exposure to drugs belonging to the class of glucagon-like peptide-1 (GLP-1) receptor agonists/GLP-1 analogs.
Contraindications or known hypersensitivity reaction to glucagon.

The above information is not intended to contain all considerations relevant to a patient's potential participation in a clinical trial."
"1153",153,"EligibilityCriteria","Inclusion Criteria:

Confirmed diagnosis of advanced solid malignancy.
ECOG performance status 0 - 1
Adequate hepatic, renal and bone marrow function
At least 3 weeks since last dose of chemotherapy, hormonal therapy or radiotherapy
At least 6 weeks since last dose of bevacizumab
At least 4 weeks since last surgery
At least 4 weeks since last dose of investigational treatment

Exclusion Criteria:

Patients with brain metastases, spinal cord compression, carcinomatous meningitis, or other evidence of central nervous system involvement
Patients with serious non healing wound or acute ulcer
Either systolic blood pressure >150 mm Hg or diastolic blood pressure >95 mm Hg
Patients with medical history of myocardial infarction, unstable angina pectoris, coronary/ peripheral artery bypass graft, congestive heart failure or ventricular arrhythmia
Patients with deep vein thrombosis or pulmonary embolism within last 6 months"
"1154",154,"EligibilityCriteria","Inclusion Criteria:

Patients with heFH* who are not adequately controlled** with a maximally-tolerated daily dose*** of statin with or without other LMT, at a stable dose prior to the screening visit (week -2).

*Diagnosis of heFH must be made either by genotyping or by clinical criteria. For those patients not genotyped, the clinical diagnosis may be based on either the Simon Broome criteria for definite FH (Appendix 1) or the WHO/Dutch Lipid Network criteria with a score of >8 points (Appendix 2).

** ""Not adequately controlled"" is defined as LDL-C ≥70 mg/dL (1.81 mmol/L) at the screening visit (week -2) in patients with a history of documented CVD (Appendix 3), or LDL-C ≥100 mg/dL (2.59 mmol/L) at the screening visit (week -2) in patients without a history of documented CVD.

*** ""Maximally-tolerated dose"" is defined as (any of the following are acceptable):

Rosuvastatin 20 mg or 40 mg daily
Atorvastatin 40 mg or 80 mg daily
Simvastatin 80 mg daily (if already on this dose for >1 year - see exclusion criterion #7)

Note: Patients who are not able to be on any of the above statin doses should be treated with the dose of daily atorvastatin, rosuvastatin, or simvastatin which is considered appropriate for the patient, according to the investigator's judgment. Some examples of acceptable reasons for a patient taking a lower statin dose include, but are not limited to: adverse effects on higher doses, advanced age, low body mass index, regional practices, local prescribing information, concomitant medications, co-morbid conditions such as impaired glucose tolerance/impaired fasting glucose. The reason(s) will be documented in the case report form (CRF).

Provide signed informed consent

Exclusion Criteria:

Patient without diagnosis of heFH made either by genotyping or by clinical criteria
LDL-C <70 mg/dL (<1.81 mmol/L) at the screening visit (week-2) in patients with history of documented cardiovascular disease
LDL-C <100 mg/dL (<2.59 mmol/L) at the screening visit (week ‑2) in patients without history of documented cardiovascular disease
Not on a stable dose of LMT (including statin) for at least 4 weeks and/or fenofibrate for at least 6 weeks, as applicable, prior to the screening visit (week -2) and from screening to randomization
Currently taking another statin than simvastatin, atorvastatin, or rosuvastatin
Simvastatin, atorvastatin, or rosuvastatin is not taken daily or not taken at a registered dose
Daily doses above atorvastatin 80 mg, rosuvastatin 40 mg, or simvastatin 40 mg (except for patients on simvastatin 80 mg for more than 1 year, who are eligible)
Use of fibrates, other than fenofibrate within 6 weeks of the screening visit (week-2) or between screening and randomization visits
Use of nutraceutical products or over-the-counter therapies that may affect lipids which have not been at a stable dose/amount for at least 4 weeks prior to the screening visit (week -2) or between screening and randomization visits
Use of red yeast rice products within 4 weeks of the screening visit (week-2), or between screening and randomization visits
Patient who has received plasmapheresis treatment within 2 months prior to the screening visit (week -2), or has plans to receive it during the study
Recent (within 3 months prior to the screening visit [week -2] or between screening and randomization visits) MI, unstable angina leading to hospitalization, percutaneous coronary intervention (PCI), coronary artery bypass graft surgery (CABG), uncontrolled cardiac arrhythmia, stroke, transient ischemic attack (TIA), carotid revascularization, endovascular procedure or surgical intervention for peripheral vascular disease

(The inclusion/exclusion criteria provided above is not intended to contain all considerations relevant to a participant's potential participation in this clinical trial)."
"1155",155,"EligibilityCriteria","Inclusion criteria:

Participants with hypercholesterolemia

Exclusion criteria:

Age < 18 or legal age of adulthood, whichever was greater
LDL-C < 100 mg/dL (< 2.59 mmol/L) or > 190 mg/dL (> 4.9 mmol/L)
Fasting serum triglycerides (TG) > 400 mg/dL (> 4.52 mmol/L)
Known history of homozygous or heterozygous familial hypercholesterolemia

The above information was not intended to contain all considerations relevant to a participant's potential participation in a clinical trial."
"1156",156,"EligibilityCriteria","Inclusion Criteria:

High/moderate risk contact with a laboratory-confirmed SARS-CoV-2 case;
Within the 14 days following the last contact with a laboratory-confirmed SARS-CoV-2 case;
Obtaining informed consent.

Exclusion Criteria:

Subject included in the CoV-CONTACT study
Subject deprived of freedom
Subject under a legal protective measure"
"1157",157,"EligibilityCriteria","Inclusion criteria :

Healthy male /or female subjects,
aged 18 to 65 years old,
with LDL-C > 130 mg/dL
not receiving lipid lowering therapy.

Exclusion criteria:

Healthy subjects with history or presence of clinically relevant illness.
Subjects currently taking statins, ezetimibe or fenofibrate.
The above information is not intended to contain all considerations relevant to a patient's potential participation in a clinical trial."
"1158",158,"EligibilityCriteria","Inclusion criteria:

Histologically documented breast cancer (either primary or metastatic site) that is ER (estrogen receptor)-negative, PgR (progesterone receptor)-negative ( <10% tumor staining by immunohistochemistry [IHC]) and HER2 (human epidermal growth factor 2) non-overexpressing by IHC (0,1+) or, IHC 2+ and FISH (fluorescence In situ hybridization) negative.
Metastatic breast cancer with measurable disease by the revised guideline for Response Evaluation Criteria in Solid Tumors version 1.1 (RECIST 1.1 criteria);

Prior treatment that includes:

never having received anticancer therapy for metastatic disease OR
having received 1 or 2 prior chemotherapy regimens in the metastatic setting (prior neo-adjuvant/adjuvant systemic therapy is considered as a prior chemotherapy if the first relapse occurred less than one year after the last treatment administration).

Exclusion criteria:

Prior treatment with gemcitabine, carboplatin, cisplatin or any PARP inhibitor;
Bone metastasis as only disease location (except for bone metastasis with measurable soft tissue component);
Major medical conditions that might affect study participation e.g., uncontrolled pulmonary, renal, or hepatic dysfunction, uncontrolled infection, cardiac disease.

The above information is not intended to contain all considerations relevant to a patient's potential participation in a clinical trial."
"1159",159,"EligibilityCriteria","Inclusion criteria :

Patient has been previously diagnosed with multiple myeloma (MM) based on standard criteria and currently requires treatment because MM has relapsed following a response, according to International Myeloma Working Group (IMWG) criteria.
Patient had received at least two previous therapies including lenalidomide and proteasome inhibitor and have demonstrated disease progression on therapy or after completion of the last therapy.

Patients with measurable disease defined as at least one of the following:

Serum M protein ≥0.5 g/dL (≥5 g/L);
Urine M protein ≥200 mg/24 hours;
Serum free light chain (FLC) assay: Involved FLC assay ≥10 mg/dL (≥100 mg/L) and an abnormal serum FLC ratio (<0.26 or >1.65).

Exclusion criteria:

Eastern Cooperative Oncology Group (ECOG) performance status >2.
Poor bone marrow reserve.
Poor organ function.
Known intolerance/hypersensitivity to IMiDs, dexamethasone, boron or mannitol, sucrose, histidine or polysorbate 80.
Any serious active disease (including clinically significant infection that is chronic, recurrent, or active) or co-morbid condition, which, in the opinion of the Investigator, could interfere with the safety, the compliance with the study or with the interpretation of the results.
Any severe underlying medical conditions including presence of laboratory abnormalities, which could impair the ability to participate in the study or the interpretation of its results.

The above information is not intended to contain all considerations relevant to a patient's potential participation in a clinical trial."
"1160",160,"EligibilityCriteria","Inclusion criteria :

- Participants with primary hypercholesterolemia treated with atorvastatin at stable dose of 5-20 mg for at least 6 weeks prior to screening and likely to have LDL-C ≥100 mg/dL (≥2.59 mmol/L) at the screening visit.

OR

- Participants with primary hypercholesterolemia who were receiving a lipid-lowering treatment other than atorvastatin, or who were not at stable dose of atorvastatin 5-20 mg for at least 6 weeks prior to screening if they were likely to have LDL-C ≥100 mg/dL (≥2.59 mmol/L) after a 6-week run-in treatment period on atorvastatin therapy.

Exclusion criteria:

LDL-C <100 mg/dL (<2.59 mmol/L)

at screening visit for participants who were being treated with stable dose of atorvastatin 5-20 mg for at least 6 weeks prior to screening OR
at the end of the 6-week run-in period on atorvastatin for participants receiving a lipid lowering treatment other than atorvastatin, or not at stable dose of atorvastatin 5-20 mg for at least 6 weeks prior to screening
Participants with type 1 diabetes
Participants with type 2 diabetes treated with insulin, or without, and considered poorly controlled at screening.

The above information is not intended to contain all considerations relevant to a participant's potential participation in a clinical trial."
"1161",161,"EligibilityCriteria","Inclusion criteria:

Participants with hypercholesterolemia and established coronary heart disease (CHD) or CHD risk equivalents who were not adequately controlled with a maximally tolerated daily dose of statin with or without other LMT, both at stable dose for at least 4 weeks to 6 weeks prior to screening (Week -2)

Exclusion criteria:

Age <18 or legal age of adulthood, whichever was greater
Participants without established CHD or CHD risk equivalent
LDL-C <70 mg/dL (<1.81 mmol/L) and participants with a history of documented cardiovascular disease
LDL-C <100 mg/dL (<2.59 mmol/L) and participants without a history of documented cardiovascular disease
Not on a stable dose of LMT (including statin) for at least 4 weeks and/or fenofibrate for at least 6 weeks, as applicable, prior to the screening visit (Week -2) and from screening to randomization
Fasting serum triglycerides > 400 mg/dL (>4.52 mmol/L)

The above information is not intended to contain all considerations relevant to a participant's potential participation in a clinical trial."
"1162",162,"EligibilityCriteria","Inclusion Criteria:

Healthy male subject, between 20 and 65 years inclusive.
Body weight between 50.0 and 95.0 kg inclusive, body mass index between 18.0 and 30.0 kg/m² inclusive.
Serum LDL-C levels >100 mg/dL

Exclusion Criteria:

Subject indicated for the use of statins according to criteria in Adult Treatment Panel (ATP) III Guidelines as updated in 2004
Significant concomitant illness or history of significant illness such as cardiac, renal, neurological, endocrinological, dermatological, metabolic or lymphatic disease, or any other illness or condition that would adversely affect the subject's participation in this study.
History or presence of drug or alcohol abuse
Smoking more than 5 cigarettes or equivalent in any 24 hour period.
Any medication (including St John's Wort) within 14 days before the inclusion or within 5 times the elimination half-life or pharmacodynamic (PD) half-life of that drug, whichever the longest; any vaccination within the last 28 days.
Positive reaction to any of the following tests: hepatitis B surface (HBs Ag) antigen, anti-hepatitis B core antibodies (anti-HBc Ab), anti-hepatitis C virus (anti-HCV) antibodies, human immunodeficiency virus (HIV) antigen and antibodies, syphilis.
Elevated cholesterol due to a secondary cause such as hypothyroidism or alcohol.
Presence or history of drug hypersensitivity
Initiation of a new exercise routine or major change to a previous exercise routine within 4 weeks prior to Screening.
Initiation of a new diet or major change to a previous diet within 4 weeks prior to Screening.

The above information is not intended to contain all considerations relevant to a patient's potential participation in a clinical trial."
"1163",163,"EligibilityCriteria","Inclusion criteria:

Participants with primary hypercholesterolemia receiving a lipid-lowering treatment other than atorvastatin or not at stable dose of atorvastatin 10 mg, 20 mg, or 40 mg for at least 6 weeks prior to screening period or drug naive participants if they are likely to have low-density lipoprotein cholesterol (LDL-C) ≥ 100 mg/dL (≥ 2.59 mmol/L) at the end of the 6-week run-in treatment period on atorvastatin therapy

OR

Participants with primary hypercholesterolemia treated with atorvastatin at stable dose of 10 mg, 20 mg, or 40 mg for at least 6 weeks prior to screening period and likely to have LDL-C ≥ 100 mg/dL (≥ 2.59 mmol/L) at the screening visit

Exclusion criteria:

LDL-C < 100 mg/dL (< 2.59 mmol/L):

After the run-in period on atorvastatin (10 mg, 20 mg, or 40 mg) for participants receiving a lipid-lowering treatment other than atorvastatin or not at stable dose of atorvastatin 10 mg, 20 mg, or 40 mg for at least 6 weeks prior to the screening, or drug naive participant

OR

At the first visit for participants who were being treated with stable dose of atorvastatin (10 mg, 20 mg, or 40 mg) for at least 6 weeks prior to screening
Participants not previously instructed on a cholesterol-lowering diet
Participants with type 1 diabetes
Participants with type 2 diabetes treated with insulin
Participants with type 2 diabetes and with an glycated hemoglobin (HbA1c) ≥ 8.5% at screening visit (considered poorly controlled)

Laboratory findings measured before randomization:

Triglycerides (TG) > 350 mg/dL (> 3.95 mmol/L) at screening visit
Positive serum or urine pregnancy test in females of childbearing potential
Pregnant or breast-feeding women
Women of childbearing potential with no effective contraceptive method

The above information is not intended to contain all considerations relevant to a participant's potential participation in a clinical trial."
"1164",164,"EligibilityCriteria","Inclusion criteria:

- Participants receiving a lipid-lowering treatment other than atorvastatin/ or not at stable dose of atorvastatin 10 mg for at least 6 weeks prior to screening, or drug naive participants with primary hypercholesterolemia if they are likely to have low-density lipoprotein cholesterol (LDL-C) ≥ 100 mg/dL (≥ 2.59 mmol/L) at the end of the 6-week run-in treatment period on atorvastatin therapy

OR

- Participants with primary hypercholesterolemia treated with stable dose of atorvastatin 10 mg for at least 6 weeks prior to screening and likely to have low-density lipoprotein cholesterol (LDL-C) ≥ 100 mg/dL (≥ 2.59 mmol/L) at the screening visit.

Exclusion criteria:

LDL-C < 100 mg/dL (< 2.59 mmol/L) at Week -1 (V1):

After the run-in period on atorvastatin 10 mg for participants receiving a lipid lowering treatment other than atorvastatin/ or not at stable dose of atorvastatin 10 mg for at least 6 weeks prior to the screening period, or drug naive participants.

OR

At the first visit for participants who are being treated with atorvastatin 10 mg at stable dose for at least 6 weeks prior to screening visit.
Participants not previously instructed on a cholesterol-lowering diet.
Participants with type 1 diabetes.
Participants with type 2 diabetes treated with insulin.
Participants with type 2 diabetes and with an HbA1c ≥ 8.5% at screening visit (considered poorly controlled).

Laboratory findings measured before randomization:

Triglycerides (TG) > 350 mg/dL (> 3.95 mmol/L) at screening visit.
Positive serum or urine pregnancy test in females of childbearing potential.
Pregnant or breast-feeding women.
Women of childbearing potential with no effective contraceptive method.

The above information is not intended to contain all considerations relevant to a Participant's potential participation in a clinical trial."
"1165",165,"EligibilityCriteria","Inclusion criteria :

The patient must provide written informed consent prior to any study-related procedures being performed.
The patient has a clinical diagnosis of Gaucher Disease Type 1 (GD1) or Gaucher Disease Type 3 (GD3) and documented deficiency of acid beta-glucosidase activity.
The patient has received treatment with enzyme repalcement therapy for at least 3 years. For at least 6 months prior to enrollment, the patient has received Cerezyme at a stable monthly dose and must continue at the same monthly dose during the study.
The patient has reached Gaucher disease therapeutic goals defined as all of the following:
Hemoglobin level of ≥11.0 g/dL for females and ≥12.0 g/dL for males.
Platelet count ≥100 000/mm3.
Spleen volume <10 multiples of normal (MN), or total splenectomy (provided the splenectomy occurred >3 years prior to randomization).
Liver volume <1.5 MN.
No bone crisis and free of symptomatic bone disease such as bone pain attributable to osteonecrosis and/or pathological fractures within the last year.
The patient, if female and of childbearing potential, must have a negative pregnancy test [urine beta-human chorionic gonadotropin (β-hCG)] at baseline.
If the patient has a history of seizures, except for myoclonic seizures, they are well controlled under appropriate medication not identified as a strong or moderate inducer or inhibitor of CYP3A.

Adult GD1 cohort only:

-GD1 Patient is ≥18 and ≤40 years of age.

Adult GD3 cohort only:

GD3 Patient is ≥18 years of age.
The patient is willing to abstain from consumption of grapefruit, grapefruit juice, or grapefruit containing products for 72 hours prior to administration of the first dose of GZ/SAR402671 and for the duration of the 156 week treatment period.
Oculomotor apraxia characterized by a horizontal saccade abnormality.
Cerezyme treatment every 2 weeks (minimum dose 30 U/kg every 2 weeks).
Female patients of childbearing potential and male patients must be willing to practice true abstinence in line with their preferred and usual lifestyle, or use 2 acceptable effective methods of contraception for the duration of the study and for at least 6 weeks for females and 90 days for males following their last dose of study drug.

Exclusion criteria:

Substrate reduction therapy or chaperone therapy for GD within 6 months prior to enrollment.
The patient has had a partial or total splenectomy within 3 years prior to randomization.
The patient is blood transfusion-dependent.
Prior esophageal varices or liver infarction or current liver enzymes (alanine aminotransferase [ALT]/ aspartate aminotransferase [AST]) or total bilirubin >2 times the upper limit of normal, unless the patient has a diagnosis of Gilbert Syndrome.
Clinically significant congenital cardiac defect, coronary artery disease, valve disease or left sided heart failure; clinically significant arrhythmias or conduction defect.
The patient has any clinically significant disease, other than GD, including cardiovascular, renal, hepatic, gastrointestinal, pulmonary, neurologic, endocrine, metabolic (e.g., hypokalemia, hypomagnesemia), or psychiatric disease, other medical conditions, or serious intercurrent illnesses that may preclude participation.
The patient has received an investigational product within 30 days prior to enrollment.
The patient has a history of cancer, with the exception of basal cell carcinoma.
The patient has myoclonic seizures.
The patient is pregnant or lactating.
The patient has, according to World Health Organization (WHO) Grading, a cortical cataract >one-quarter of the lens circumference (Grade cortical cataract-2) or a posterior subcapsular cataract >2 mm (Grade posterior subcapsular cataract-2). Patients with nuclear cataracts will not be excluded.
The patient requires use of invasive ventilatory support.
The patient requires use of noninvasive ventilator support while awake for longer than 12 hours daily.
The patient is unable to receive treatment with Cerezyme due to a known hypersensitivity or is unwilling to receive Cerezyme treatment every 2 weeks.
The patient is currently receiving potentially cataractogenic medications as listed in Section 8.8.2.
The patient has received strong or moderate inducers or inhibitors of Cytochrome p450 Isoform 3A within 30 days or 5 half-lives from screening, whichever is longer, prior to enrolment in Part 2. This also includes the consumption of grapefruit, grapefruit juice, or grapefruit containing products within 72 hours of starting GZ/SAR402671 administration in Parts 2 and 3.
The patient is scheduled for in-patient hospitalization including elective surgery, during the study.
The patient has had a major organ transplant (e.g., bone marrow or liver).
The patient, in the opinion of the investigator, is unable to adhere to the requirements of the study or unable to undergo study assessments (e.g., contraindications for magnetic resonance imaging).

The above information is not intended to contain all considerations relevant to a patient's potential participation in a clinical trial."
"1166",166,"EligibilityCriteria","Inclusion Criteria:

Serum LDL-C levels>100 mg/dL at screening visit.
Male or female subject, between 18 and 65 years inclusive.
Body weight between 50.0 and 95.0 kg inclusive if male, between 40.0 kg and 85.0 kg inclusive if female, body mass index (BMI) between 18.0 and 30.0 kg/m² inclusive.
Certified as healthy by a comprehensive clinical assessment (detailed medical history and complete physical examination).
Normal vital signs after 10 minutes resting in supine position.
Normal standard 12-lead ECG after 10 minutes resting in supine position.
Laboratory parameters within the normal range, unless the Investigator considers an abnormality to be clinically irrelevant for healthy subjects.
If female, subject must use a double contraception method, except if she is sterilized for more than 3 months or postmenopausal.

Exclusion Criteria:

Subjects indicated for the use of statins according to criteria in National Cholesterol Education Program adult treatment panel III Guidelines, as updated in 2004 (see Appendix C).
Initiation of a new diet or major change to a previous diet within 4 weeks prior to Screening (Day -21 to -2). Subjects must be willing to maintain a consistent diet for the duration of the study.
Use of a medication or nutraceutical in order to alter serum lipids within 4 weeks prior to screening (Day -21 to -2), including but not limited to statins, ezetimibe, fibrates, niacin, or omega-3 fatty acids, bile acid resins.
Fasting serum triglycerides >200 mg/dL measured after an 8 to 12 hour fast.
History of a hypersensitivity reaction to doxycycline or similar compound.

The above information is not intended to contain all considerations relevant to a patient's potential participation in a clinical trial."
"1167",167,"EligibilityCriteria","Inclusion:

Patients with primary hypercholesterolemia [Heterozygous Familial Hypercholesterolemia (heFH) or non-FH] with moderate, high or very high CV risk and a history of statin intolerance
Provide signed informed consent

Exclusion:

Calculated serum LDL-C <70 mg/dL (1.81 mmol/L) and very high CV risk at the screening visit
Calculated serum LDL-C <100 mg/dL (2.59 mmol/L) and high or moderate CV risk at the screening visit
A 10-year fatal cardiovascular disease risk score <1% at the screening visit

(The inclusion/ exclusion criteria provided above is not intended to contain all considerations relevant to a patient's potential participation in this clinical trial)."
"1168",168,"EligibilityCriteria","Inclusion Criteria:

Males and females, at least 40 years of age, capable and willing to provide informed consent;
Patient must have received a diagnosis of COVID-19 infection within the last 24 hours;
Outpatient setting (not currently hospitalized or under immediate consideration for hospitalization);
Patient must possess at least one of the following high-risk criteria: 70 years or more of age, diabetes mellitus, uncontrolled hypertension (systolic blood pressure ≥150 mm Hg), known respiratory disease (including asthma or chronic obstructive pulmonary disease), known heart failure, known coronary disease, fever of ≥38.4°C within the last 48 hours, dyspnea at the time of presentation, bicytopenia, pancytopenia, or the combination of high neutrophil count and low lymphocyte count;
Female patient is either not of childbearing potential, defined as postmenopausal for at least 1 year or surgically sterile, or is of childbearing potential and practicing at least one method of contraception and preferably two complementary forms of contraception including a barrier method (e.g. male or female condoms, spermicides, sponges, foams, jellies, diaphragm, intrauterine device (IUD)) throughout the study and for 30 days after study completion;
Patient must be able and willing to comply with the requirements of this study protocol.

Exclusion Criteria:

Patient currently hospitalized or under immediate consideration for hospitalization;
Patient currently in shock or with hemodynamic instability;
Patient with inflammatory bowel disease (Crohn's disease or ulcerative colitis), chronic diarrhea or malabsorption;
Patient with pre-existent progressive neuromuscular disease;
Estimated Glomerular filtration rate (eGFR), using the MDRD equation for all subjects being considered for enrollment, with a cut-off of < 30 mL/m in/1.73m2;
Patient with a history of cirrhosis, chronic active hepatitis or severe hepatic disease;
Female patient who is pregnant, or breast-feeding or is considering becoming pregnant during the study or for 6 months after the last dose of study medication;
Patient currently taking colchicine for other indications (mainly chronic indications represented by Familial Mediterranean Fever or gout);
Patient with a history of an allergic reaction or significant sensitivity to colchicine;
Patient undergoing chemotherapy for cancer;
Patient is considered by the investigator, for any reason, to be an unsuitable candidate for the study."
